,Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers,Number of Present Teachers
6631,2013,319,KOBOKO,DEPUTY HEADTEACHER,Mixed day,14.0,4.0,2.0,18.0,,
6632,2013,319,KOBOKO,DEPUTY  HEAD,Mixed day,13.0,4.0,2.0,17.0,,
6633,2013,319,KOBOKO,DEPUTY HEADTEACHER,Mixed day,9.0,5.0,,14.0,,
6634,2013,319,KOBOKO,HEADTEACHER,Mixed day,11.0,3.0,,14.0,,
6635,2013,306,KOTIDO,HEADTEACHER,Mixed day,11.0,2.0,0.0,13.0,,
6636,2013,306,KOTIDO,DEPUTY HEADTEACHER,Boys day and boarding,5.0,3.0,1.0,8.0,,
6637,2013,306,KOTIDO,DEPUTY HEADTEACHER,Mixed day,6.0,4.0,1.0,10.0,,
6638,2013,306,KOTIDO,DEPUTY HEADTEACHER,Mixed day,10.0,4.0,0.0,14.0,,
6639,2013,306,KOTIDO,H/T,Mixed day,9.0,2.0,,11.0,,
6640,2013,306,KOTIDO,SURVEYED ALREADY,,,,,,,
6641,2013,306,KOTIDO,,,,,,,,
6642,2013,306,KOTIDO,HEAD TEACHER,Mixed day,2.0,3.0,,5.0,,
6643,2013,306,KOTIDO,DEPUTY HEADTEACHER,Boys day and boarding,7.0,2.0,,9.0,,
6644,2013,306,KOTIDO,DEPUTY HEADTEACHER,Mixed boarding,7.0,2.0,,9.0,,
6645,2013,306,KOTIDO,DEPUTY HEADTEACHER,Boys day and boarding,6.0,2.0,,8.0,,
6646,2013,306,KOTIDO,DEPUTY HEADTEACHER,Boys boarding,7.0,3.0,,10.0,,
6647,2013,306,KOTIDO,DEPUTY HESD,Boys day and boarding,7.0,5.0,1.0,12.0,,
6648,2013,306,KOTIDO,HEADTEACHER,Boys day and boarding,6.0,3.0,1.0,9.0,,
6649,2013,306,KOTIDO,TEACHER LEFT IN CHARGE,Mixed day,9.0,3.0,1.0,12.0,,
6650,2013,306,KOTIDO,DEPUTY HEADTEACHER,Mixed day,5.0,5.0,1.0,10.0,,
6651,2013,306,KOTIDO,NO INFO,,,,,,,
6652,2013,306,KOTIDO,,,,,,,,
6653,2013,306,KOTIDO,,,,,,,,
6654,2013,306,KOTIDO,DEPUTY HEADTEACHER,Mixed boarding,5.0,3.0,0.0,8.0,,
6655,2013,306,KOTIDO,TEACHER LEFT INCHARGE,Mixed day,4.0,4.0,1.0,8.0,,
6656,2013,306,KOTIDO,HEADTEACHER,Mixed day,6.0,9.0,0.0,15.0,,
6657,2013,306,KOTIDO,HEADTEACHER,Mixed boarding,11.0,4.0,,15.0,,
6658,2013,306,KOTIDO,h/teacher,Mixed day,5.0,2.0,,7.0,,
6659,2013,306,KOTIDO,HEADTEACHER,Mixed day,0.0,0.0,0.0,0.0,,
6660,2013,307,LIRA,HEADTEACHER,Mixed day,9.0,7.0,,16.0,,
6661,2013,307,LIRA,HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6662,2013,307,LIRA,HEADTEACHER,Mixed day,12.0,1.0,,13.0,,
6663,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,22.0,8.0,,30.0,,
6664,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,10.0,4.0,4.0,14.0,,
6665,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,13.0,8.0,2.0,21.0,,
6666,2013,307,LIRA,HEADTEACHER,Mixed day,15.0,8.0,5.0,23.0,,
6667,2013,307,LIRA,d/teacher,Mixed day,11.0,3.0,0.0,14.0,,
6668,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,12.0,4.0,1.0,16.0,,
6669,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,16.0,5.0,0.0,21.0,,
6670,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,9.0,8.0,,17.0,,
6671,2013,307,LIRA,HEADTEACHER,Mixed day,10.0,2.0,2.0,12.0,,
6672,2013,307,LIRA,HEADTEACHER,Mixed day,14.0,3.0,,17.0,,
6673,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,15.0,4.0,,19.0,,
6674,2013,307,LIRA,HEADTEACHER,Mixed day,9.0,7.0,,16.0,,
6675,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,13.0,14.0,2.0,27.0,,
6676,2013,307,LIRA,HEADTEACHER,Mixed day,19.0,3.0,1.0,22.0,,
6677,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,8.0,4.0,,12.0,,
6678,2013,307,LIRA,deputy headteacher,Mixed day,8.0,2.0,1.0,10.0,,
6679,2013,307,LIRA,d/teacher,Mixed day,9.0,3.0,0.0,12.0,,
6680,2013,307,LIRA,HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6681,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,16.0,6.0,0.0,22.0,,
6682,2013,307,LIRA,HEADTEACHER,Mixed day,12.0,9.0,3.0,21.0,,
6683,2013,307,LIRA,HEADTEACHER,Mixed day,6.0,6.0,,12.0,,
6684,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,8.0,2.0,2.0,10.0,,
6685,2013,307,LIRA,DEPUTY HEADTEACHER,Mixed day,11.0,5.0,1.0,16.0,,
6686,2013,307,LIRA,HEADTEACHER,Mixed day,9.0,2.0,2.0,11.0,,
6687,2013,307,LIRA,HESSD TEACHER,Mixed day,9.0,4.0,1.0,13.0,,
6688,2013,307,LIRA,TEACHER LEFT IN CHARGE,Mixed day,8.0,2.0,0.0,10.0,,
6689,2013,307,LIRA,HEADTEACHER,Mixed day,8.0,2.0,1.0,10.0,,
6690,2013,308,MOROTO,DEPUTY HEADTEACHER,Mixed day,4.0,1.0,,5.0,,
6691,2013,308,MOROTO,,Mixed day,6.0,2.0,0.0,8.0,,
6692,2013,308,MOROTO,HEAD TEACHER,Boys day and boarding,3.0,3.0,1.0,6.0,,
6693,2013,308,MOROTO,HEADTEACHER,Mixed boarding,5.0,5.0,0.0,10.0,,
6694,2013,308,MOROTO,HEADTEACHER,Boys day,13.0,12.0,4.0,25.0,,
6695,2013,308,MOROTO,HEADTEACHER,Mixed boarding,10.0,2.0,0.0,12.0,,
6696,2013,308,MOROTO,HEADTEACHER,Mixed day,14.0,8.0,,22.0,,
6697,2013,308,MOROTO,,,,,,,,
6698,2013,308,MOROTO,DEPUTY,Mixed day,13.0,7.0,1.0,20.0,,
6699,2013,308,MOROTO,0DEPUTY HEADTEACHER/08/DEPUTY HEADTEACHER0HEADTEACHERTEACHER LEFT IN CHARGE,Mixed boarding,5.0,7.0,3.0,12.0,,
6700,2013,308,MOROTO,HEADTEACHER,,6.0,8.0,1.0,14.0,,
6701,2013,308,MOROTO,HEADTEACHER,,5.0,3.0,0.0,8.0,,
6702,2013,308,MOROTO,dh/teacher,Mixed boarding,10.0,5.0,0.0,15.0,,
6703,2013,308,MOROTO,HEADTEACHER,Mixed day,2.0,0.0,0.0,2.0,,
6704,2013,308,MOROTO,DEPUTY HEADTEACHER,Mixed day,5.0,1.0,0.0,6.0,,
6705,2013,308,MOROTO,,,,,,,,
6706,2013,308,MOROTO,h/teacher,Mixed boarding,10.0,2.0,0.0,12.0,,
6707,2013,308,MOROTO,DEPUTY HEAD TEACHER,Boys day and boarding,14.0,8.0,,22.0,,
6708,2013,308,MOROTO,HEDTEACHER,Mixed day,19.0,11.0,,30.0,,
6709,2013,308,MOROTO,dh/teacher,Mixed day,13.0,7.0,1.0,20.0,,
6710,2013,308,MOROTO,HEADTEACHER,Mixed day,3.0,0.0,0.0,3.0,,
6711,2013,308,MOROTO,HEADTEACHER,,5.0,3.0,0.0,8.0,,
6712,2013,308,MOROTO,DEP UTY,Mixed day,6.0,0.0,1.0,6.0,,
6713,2013,308,MOROTO,HEADTEACHER,Mixed day,8.0,2.0,,10.0,,
6714,2013,308,MOROTO,DEPUTY HEADTEACHER,Mixed boarding,6.0,4.0,0.0,10.0,,
6715,2013,308,MOROTO,HEADTEACHER,Mixed boarding,2.0,4.0,0.0,6.0,,
6716,2013,308,MOROTO,HEADTEACHER,Mixed day,7.0,0.0,0.0,7.0,,
6717,2013,308,MOROTO,HEADTEACHER,,10.0,2.0,,12.0,,
6718,2013,308,MOROTO,DEPUTY,,14.0,8.0,,22.0,,
6719,2013,308,MOROTO,HEADTEACHER,Mixed day,1.0,4.0,0.0,5.0,,
6720,2013,309,MOYO,HEADTEACHER,Mixed day,8.0,1.0,,9.0,,
6721,2013,309,MOYO,HEADTEACHER,Mixed day,7.0,5.0,,12.0,,
6722,2013,309,MOYO,HEADTEACHER,Mixed day,11.0,2.0,,13.0,,
6723,2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,7.0,2.0,,9.0,,
6724,2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,6.0,4.0,1.0,10.0,,
6725,2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,10.0,4.0,,14.0,,
6726,2013,309,MOYO,HEADTEACHER,Mixed day,9.0,2.0,,11.0,,
6727,2013,309,MOYO,H/TEACHER,Girls day,9.0,4.0,1.0,13.0,,
6728,2013,309,MOYO,TEACHER IN CHARGE,Mixed day,7.0,6.0,0.0,13.0,,
6729,2013,309,MOYO,H/TEACHER,Mixed day,6.0,7.0,1.0,13.0,,
6730,2013,309,MOYO,DEPUTY,Mixed day,10.0,2.0,8.0,12.0,,
6731,2013,309,MOYO,TEACHER  LEFT IN CHARGE,Mixed day,10.0,4.0,0.0,14.0,,
6732,2013,309,MOYO,HEADTEACHER,Mixed day,9.0,2.0,1.0,11.0,,
6733,2013,309,MOYO,HEADTEACHER,Mixed day,4.0,1.0,1.0,5.0,,
6734,2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6735,2013,309,MOYO,HEADTEACHER,Mixed day,8.0,2.0,1.0,10.0,,
6736,2013,309,MOYO,HEADTEACHER,Mixed day,10.0,4.0,1.0,14.0,,
6737,2013,309,MOYO,H/TEACHER,Mixed day,6.0,4.0,,10.0,,
6738,2013,309,MOYO,DEPUTY   HEAD TEACHER,Mixed day,2.0,9.0,3.0,11.0,,
6739,2013,309,MOYO,HEADTEACHER,Mixed day,7.0,12.0,0.0,19.0,,
6740,2013,309,MOYO,TEACHER LEFT IN CHARGE,Mixed day,9.0,3.0,1.0,12.0,,
6741,2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,5.0,5.0,1.0,10.0,,
6742,2013,309,MOYO,DEPUTY  HEAD,Mixed day,6.0,3.0,,9.0,,
6743,2013,309,MOYO,DEPUTY  HEAD,Mixed day,7.0,2.0,0.0,9.0,,
6744,2013,309,MOYO,HEADTEACHER,Mixed day,8.0,1.0,2.0,9.0,,
6745,2013,309,MOYO,TEACHER LEFT IN CHARGE,Mixed day,14.0,4.0,0.0,18.0,,
6746,2013,309,MOYO,H/TEACHER,Mixed day,10.0,4.0,1.0,14.0,,
6747,2013,309,MOYO,HEADTEACHER,Mixed day,8.0,3.0,,11.0,,
6748,2013,309,MOYO,HEADTEACHER,Mixed day,11.0,10.0,0.0,21.0,,
6749,2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Boys day and boarding,9.0,1.0,,10.0,,
6750,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed boarding,11.0,5.0,2.0,16.0,,
6751,2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed boarding,11.0,6.0,,17.0,,
6752,2013,311,NAKAPIRIPIRIT,DEPUTY,Mixed boarding,12.0,4.0,0.0,16.0,,
6753,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed boarding,8.0,6.0,0.0,14.0,,
6754,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,8.0,3.0,,11.0,,
6755,2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed boarding,6.0,2.0,,8.0,,
6756,2013,311,NAKAPIRIPIRIT,headteacher,Mixed boarding,5.0,1.0,,6.0,,
6757,2013,311,NAKAPIRIPIRIT,DEP H/T,Mixed day,1.0,2.0,,3.0,,
6758,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed boarding,7.0,4.0,0.0,11.0,,
6759,2013,311,NAKAPIRIPIRIT,H/T,Mixed day,7.0,5.0,,12.0,,
6760,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,10.0,5.0,5.0,15.0,,
6761,2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed day,12.0,9.0,1.0,21.0,,
6762,2013,311,NAKAPIRIPIRIT,DEPUTY,Mixed day,5.0,3.0,0.0,8.0,,
6763,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,10.0,2.0,2.0,12.0,,
6764,2013,311,NAKAPIRIPIRIT,TEACHER LEFT IN CHARGE,Mixed day,8.0,2.0,,10.0,,
6765,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Boys day and boarding,7.0,3.0,1.0,10.0,,
6766,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed boarding,4.0,4.0,4.0,8.0,,
6767,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Boys day and boarding,5.0,1.0,,6.0,,
6768,2013,311,NAKAPIRIPIRIT,D/HEADTEACHER,Mixed day,4.0,1.0,,5.0,,
6769,2013,311,NAKAPIRIPIRIT,TEACHER LEFT IN CHARGE,,7.0,6.0,2.0,13.0,,
6770,2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed boarding,11.0,5.0,,16.0,,
6771,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Boys day and boarding,12.0,4.0,,15.0,,
6772,2013,311,NAKAPIRIPIRIT,DEP H/T,Boys day and boarding,9.0,1.0,,10.0,,
6773,2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed boarding,9.0,5.0,2.0,14.0,,
6774,2013,311,NAKAPIRIPIRIT,DEP H/T,Boys day and boarding,12.0,9.0,1.0,21.0,,
6775,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,10.0,2.0,2.0,12.0,,
6776,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,8.0,1.0,,9.0,,
6777,2013,311,NAKAPIRIPIRIT,HEADTEACHER,Boys day and boarding,5.0,2.0,,7.0,,
6778,2013,311,NAKAPIRIPIRIT,H/T,Boys day and boarding,7.0,4.0,,11.0,,
6779,2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,9.0,2.0,1.0,11.0,,
6780,2013,310,NEBBI,HEADTEACHER,Mixed day,9.0,1.0,,10.0,,
6781,2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,13.0,12.0,,,,
6782,2013,310,NEBBI,HEADTEACHER,Mixed day,7.0,3.0,1.0,10.0,,
6783,2013,310,NEBBI,HEADTEACHER,Mixed day,8.0,1.0,0.0,9.0,,
6784,2013,310,NEBBI,HEAD TEACHER,Mixed day,1.0,1.0,,11.0,,
6785,2013,310,NEBBI,HEADTEACHER,Mixed day,11.0,3.0,,14.0,,
6786,2013,310,NEBBI,dep teacher,Mixed day,7.0,2.0,1.0,9.0,,
6787,2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,7.0,7.0,1.0,14.0,,
6788,2013,310,NEBBI,HEADTEACHER,Mixed day,17.0,6.0,,23.0,,
6789,2013,310,NEBBI,HEADTEACHER,Mixed day,9.0,2.0,,11.0,,
6790,2013,310,NEBBI,HEADTEACHER,Mixed day,10.0,3.0,0.0,13.0,,
6791,2013,310,NEBBI,DEPUTY TEACHER,Mixed day,16.0,2.0,0.0,18.0,,
6792,2013,310,NEBBI,HEADTEACHER,Mixed day,4.0,2.0,,6.0,,
6793,2013,310,NEBBI,HEADTEACHER,Mixed day,13.0,4.0,,17.0,,
6794,2013,310,NEBBI,HEADTEACHER,Mixed day,10.0,15.0,,15.0,,
6795,2013,310,NEBBI,HEADTEACHER,Mixed day,10.0,2.0,0.0,12.0,,
6796,2013,310,NEBBI,HEADTEACHER,Mixed day,11.0,4.0,1.0,15.0,,
6797,2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,9.0,5.0,,14.0,,
6798,2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,5.0,4.0,0.0,9.0,,
6799,2013,310,NEBBI,HEAD TEACHER,Mixed day,10.0,3.0,,13.0,,
6800,2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,15.0,3.0,2.0,18.0,,
6801,2013,310,NEBBI,TEACHER  LEFT  IN CHARGE,Mixed day,11.0,1.0,0.0,12.0,,
6802,2013,310,NEBBI,HEADTEACHER,Mixed day,10.0,3.0,,13.0,,
6803,2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,7.0,3.0,0.0,10.0,,
6804,2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,5.0,6.0,,11.0,,
6805,2013,310,NEBBI,headteacher,Mixed day,8.0,2.0,0.0,10.0,,
6806,2013,310,NEBBI,HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6807,2013,310,NEBBI,HEADTEACHER,Mixed day,12.0,4.0,2.0,16.0,,
6808,2013,310,NEBBI,HEADTEACHER,Mixed day,8.0,1.0,0.0,9.0,,
6809,2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,12.0,3.0,,15.0,,
6810,2013,320,NYADRI,,,,,,,,
6811,2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,18.0,8.0,,26.0,,
6812,2013,320,NYADRI,HEADTEACHER,Mixed day,10.0,10.0,0.0,20.0,,
6813,2013,320,NYADRI,HEADTEACHER,Mixed day,14.0,4.0,2.0,18.0,,
6814,2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,,,,9.0,,
6815,2013,320,NYADRI,DEP H/T,Mixed day,17.0,1.0,,18.0,,
6816,2013,320,NYADRI,HEADTEACHER,Mixed day,12.0,9.0,,21.0,,
6817,2013,320,NYADRI,HEADTEACHER,Mixed day,14.0,4.0,,18.0,,
6818,2013,320,NYADRI,HEAD TEACHER,Mixed day,14.0,2.0,,16.0,,
6819,2013,320,NYADRI,DEPUTY HEAD TEACER,Mixed day,12.0,3.0,,15.0,,
6820,2013,320,NYADRI,HEADTEACHER,Mixed day,17.0,3.0,1.0,20.0,,
6821,2013,320,NYADRI,h/teacher,Mixed day,10.0,10.0,,220.0,,
6822,2013,320,NYADRI,HEAD TEACHER,Mixed day,13.0,7.0,,,,
6823,2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,18.0,3.0,4.0,21.0,,
6824,2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,8.0,2.0,0.0,10.0,,
6825,2013,320,NYADRI,HEADTEACHER,Mixed day,11.0,6.0,,17.0,,
6826,2013,320,NYADRI,HEADTEACHER,Mixed day,13.0,2.0,1.0,15.0,,
6827,2013,320,NYADRI,HEADTEACHER,Mixed day,14.0,2.0,,16.0,,
6828,2013,320,NYADRI,HEADTEACHER,Mixed day,16.0,8.0,,24.0,,
6829,2013,320,NYADRI,h/teacher,Mixed day,20.0,9.0,,29.0,,
6830,2013,320,NYADRI,HEADTEACHER,Mixed day,10.0,6.0,2.0,16.0,,
6831,2013,320,NYADRI,TEACHER LEFT IN-CHARGE,Mixed day,6.0,2.0,,8.0,,
6832,2013,320,NYADRI,,Mixed day,15.0,6.0,1.0,21.0,,
6833,2013,320,NYADRI,HEADTEACHER,Mixed day,13.0,6.0,1.0,19.0,,
6834,2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,15.0,8.0,,23.0,,
6835,2013,320,NYADRI,HEADTEACHER,Mixed day,19.0,6.0,,25.0,,
6836,2013,321,OYAM,HEADTEACHER,Mixed day,9.0,2.0,,11.0,,
6837,2013,321,OYAM,HEADTEACHER,Mixed day,14.0,4.0,,18.0,,
6838,2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,13.0,5.0,,18.0,,
6839,2013,321,OYAM,headteacher,Mixed day,10.0,4.0,,14.0,,
6840,2013,321,OYAM,HEADTEACHER,Mixed day,12.0,4.0,2.0,16.0,,
6841,2013,321,OYAM,HEAD TEACHER,Mixed day,13.0,8.0,,21.0,,
6842,2013,321,OYAM,HEADTEACHER,Mixed day,12.0,3.0,1.0,15.0,,
6843,2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,7.0,3.0,0.0,10.0,,
6844,2013,321,OYAM,HEADTEACHER,Mixed day,16.0,1.0,,17.0,,
6845,2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,6.0,8.0,,14.0,,
6846,2013,321,OYAM,DEPUTY  HEADTEACHER,Mixed day,12.0,3.0,0.0,15.0,,
6847,2013,321,OYAM,d/teacher,Mixed day,13.0,4.0,0.0,17.0,,
6848,2013,321,OYAM,HEADTEACHER,Mixed day,10.0,2.0,0.0,12.0,,
6849,2013,321,OYAM,HEADTEACHER,Mixed day,14.0,2.0,,16.0,,
6850,2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,10.0,4.0,0.0,14.0,,
6851,2013,321,OYAM,HEADTEACHER,Mixed day,12.0,1.0,,13.0,,
6852,2013,321,OYAM,HEADTEACHER,Mixed day,12.0,1.0,,13.0,,
6853,2013,321,OYAM,HEADTEACHER,Mixed day,10.0,2.0,,12.0,,
6854,2013,321,OYAM,HEADTEACHER,Mixed day,9.0,3.0,,12.0,,
6855,2013,321,OYAM,HEADTEACHER,Mixed day,10.0,5.0,5.0,15.0,,
6856,2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,15.0,4.0,3.0,19.0,,
6857,2013,321,OYAM,HEADTEACHER,Mixed day,13.0,7.0,0.0,20.0,,
6858,2013,321,OYAM,HEADTEACHER,Mixed day,10.0,2.0,,12.0,,
6859,2013,321,OYAM,HEADTEACHER,Mixed day,13.0,25.0,1.0,15.0,,
6860,2013,321,OYAM,TEACHER LEFT IN CHARGE,Mixed day,9.0,2.0,,11.0,,
6861,2013,321,OYAM,h/teacher,Mixed day,12.0,4.0,1.0,16.0,,
6862,2013,321,OYAM,HEADTEACHER,Mixed day,12.0,3.0,4.0,15.0,,
6863,2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,17.0,1.0,,18.0,,
6864,2013,312,PADER,TEACHER IN CHARGE,Mixed day,10.0,1.0,0.0,11.0,,
6865,2013,312,PADER,HEADTEACHER,Mixed day,7.0,3.0,1.0,10.0,,
6866,2013,312,PADER,HEADTEACHER,Mixed day,7.0,1.0,,8.0,,
6867,2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,5.0,3.0,,8.0,,
6868,2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,9.0,1.0,,10.0,,
6869,2013,312,PADER,HEADTEACHER,Mixed day,6.0,1.0,0.0,7.0,,
6870,2013,312,PADER,HEADTEACHER,Mixed day,10.0,2.0,,12.0,,
6871,2013,312,PADER,deputy headteacher,Mixed day,7.0,2.0,,9.0,,
6872,2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,4.0,1.0,,5.0,,
6873,2013,312,PADER,TEACHER IN CHARGE,Mixed day,10.0,2.0,0.0,12.0,,
6874,2013,312,PADER,HEADTEACHER,Mixed day,13.0,3.0,,16.0,,
6875,2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,9.0,1.0,1.0,10.0,,
6876,2013,312,PADER,HEADTEACHER,Mixed day,6.0,,,6.0,,
6877,2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,9.0,1.0,,10.0,,
6878,2013,312,PADER,HEADTEACHER,Mixed day,9.0,1.0,,10.0,,
6879,2013,312,PADER,HEADTEACHER,Mixed day,5.0,3.0,,8.0,,
6880,2013,312,PADER,TEACHER LEFT IN CHARGE,,5.0,3.0,1.0,8.0,,
6881,2013,312,PADER,TEACHER LEFT IN CHARGE,Mixed day,12.0,7.0,13.0,19.0,,
6882,2013,312,PADER,TEACHER LEFT IN CHARGE,Mixed day,5.0,2.0,,7.0,,
6883,2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,7.0,3.0,,10.0,,
6884,2013,312,PADER,HEADTEACHER,Mixed day,13.0,2.0,1.0,15.0,,
6885,2013,312,PADER,TEACHER IN CHARGE,Mixed day,6.0,4.0,,10.0,,
6886,2013,312,PADER,HEADTEACHER,Mixed day,9.0,3.0,0.0,12.0,,
6887,2013,312,PADER,DEPUTY,Mixed day,8.0,2.0,1.0,10.0,,
6888,2013,312,PADER,HEADTEACHER,Mixed day,8.0,,,8.0,,
6889,2013,312,PADER,HEAD TEACHER,Mixed day,13.0,3.0,,16.0,,
6890,2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,19.0,6.0,2.0,25.0,,
6891,2013,312,PADER,DEPUTY,Mixed day,7.0,1.0,0.0,8.0,,
6892,2013,312,PADER,HEADTEACHER,Mixed day,5.0,1.0,1.0,6.0,,
6893,2013,313,YUMBE,HEADTEACHER,Mixed day,12.0,4.0,,16.0,,
6894,2013,313,YUMBE,HEADTEACHER,Mixed day,12.0,1.0,,13.0,,
6895,2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,16.0,3.0,,19.0,,
6896,2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,14.0,5.0,1.0,19.0,,
6897,2013,313,YUMBE,TEACHER LEFT IN CHARGE,Mixed day,6.0,3.0,0.0,9.0,,
6898,2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,5.0,3.0,,8.0,,
6899,2013,313,YUMBE,TEACHER IN CHAARGE,Mixed day,12.0,2.0,,14.0,,
6900,2013,313,YUMBE,HEADTEACHER,Mixed day,7.0,1.0,,8.0,,
6901,2013,313,YUMBE,DEPUTY HEAD TEACHER,Mixed day,14.0,1.0,,15.0,,
6902,2013,313,YUMBE,HEADTEACHER,Mixed day,11.0,8.0,0.0,19.0,,
6903,2013,313,YUMBE,HEADTEACHER,Mixed day,14.0,9.0,2.0,23.0,,
6904,2013,313,YUMBE,HEADTEACHER,Mixed day,9.0,1.0,1.0,10.0,,
6905,2013,313,YUMBE,HEADTEACHER,Mixed day,8.0,2.0,,10.0,,
6906,2013,313,YUMBE,HEADTEACHER,Mixed day,21.0,3.0,,24.0,,
6907,2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,10.0,2.0,,12.0,,
6908,2013,313,YUMBE,HEADTEACHER,Mixed day,14.0,3.0,,17.0,,
6909,2013,313,YUMBE,HEADTEACHER,Mixed day,10.0,6.0,,16.0,,
6910,2013,313,YUMBE,DEPUTY,Mixed day,17.0,1.0,0.0,18.0,,
6911,2013,313,YUMBE,HEADTEACHER,Mixed day,9.0,1.0,,10.0,,
6912,2013,313,YUMBE,HEADTEACHER,Mixed day,10.0,2.0,,12.0,,
6913,2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,12.0,4.0,,16.0,,
6914,2013,313,YUMBE,HEADTEACHER,Mixed day,8.0,2.0,,10.0,,
6915,2013,313,YUMBE,HEADTEACHER,Mixed day,14.0,2.0,,16.0,,
6916,2013,313,YUMBE,HEADTEACHER,Mixed day,14.0,5.0,,19.0,,
6917,2013,313,YUMBE,HEADTEACHER,Mixed day,13.0,1.0,,14.0,,
6918,2013,313,YUMBE,HEADTEACHER,Mixed day,7.0,2.0,,9.0,,
6919,2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,9.0,4.0,,13.0,,
6920,2013,313,YUMBE,TEACHER LEFT IN CHARGE,Mixed day,14.0,5.0,,19.0,,
6921,2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,13.0,4.0,0.0,17.0,,
6922,2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,7.0,2.0,1.0,9.0,,
